X,Y,OBJECTID,Facility_ID,Facility_Name,Facility_Type_Code,Facility_Type,Map_Symbol,Facility_Type_Detail,Facility_Type_Abbreviation,Licensed_Beds_Total,Telephone,County,Address_Full,LAT,LON,CDPHE_HFEMS_Licensed,Operating_Status,Designation_Level,Date_Data_Updated,Source
407393.197616344,4380586.16729845,75,01I155,ST. ANTHONY SUMMIT HOSPITAL,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,35,(970) 668-3300,SUMMIT,"340 PEAK ONE DR, FRISCO, CO 80443",39.569981,-106.078156,Licensed,Active,Level III,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492900.921043338,4424406.85522019,76,01I529,INTERMOUNTAIN HEALTH GOOD SAMARITAN HOSPITAL,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,234,(303) 689-5212,BOULDER,"200 EXEMPLA CIR, LAFAYETTE, CO 80026",39.969784,-105.08313,Licensed,Active,Level II,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
421107.607331151,4436583.89673924,77,01J169,"MIDDLE PARK MEDICAL CENTER, GRANBY",014,Hospital,Hospital,CRITICAL ACCESS HOSPITALS,HOSP-CAH,7,(970) 887-5872,GRAND,"1000 GRANBY PARK DR S, GRANBY, CO 80446",40.075831,-105.925252,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
519766.606693637,4377799.32327203,78,01J544,ADVENTHEALTH PARKER,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,179,(303) 269-4000,DOUGLAS,"9395 CROWN CREST BLVD, PARKER, CO 80138",39.549644,-104.769936,Licensed,Active,Level II,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
526131.169289194,4242203.10931925,79,01JR3E,PARKVIEW PUEBLO WEST,01B,Hospital,Hospital,LICENSED GENERAL,LICGEN,29,(719) 585-1717,PUEBLO,"899 E INDUSTRIAL BLVD, PUEBLO, CO 81007",38.327572,-104.701035,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493442.852546469,4314087.04402799,80,01K180,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,014,Hospital,Hospital,CRITICAL ACCESS HOSPITALS,HOSP-CAH,15,(719) 374-6060,TELLER,"16420 W US HIGHWAY 24, WOODLAND PARK, CO 80863",38.975739,-105.075699,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
499084.229904798,4485601.4397288,81,01K608,BANNER FORT COLLINS MEDICAL CENTER,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,29,(970) 821-4000,LARIMER,"4700 LADY MOON DR, FORT COLLINS, CO 80528",40.521141,-105.010811,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
509810.399049405,4361572.58927744,82,01L581,ADVENTHEALTH CASTLE ROCK,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,90,(720) 455-5000,DOUGLAS,"2350 MEADOWS BLVD, CASTLE ROCK, CO 80109",39.403603,-104.886055,Licensed,Active,Level III,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
245380.663729066,4126316.63215222,83,01M130,"ANIMAS SURGICAL HOSPITAL, LLC",011,Hospital,Hospital,SHORT TERM,HOSP-ACU,12,(970) 247-3537,LA PLATA,"575 RIVERGATE LN  UNIT 100, DURANGO, CO 81301",37.248627,-107.870712,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
515233.135190301,4382804.25164348,84,01NKZM,"HCA HEALTHONE CENTENNIAL, A PART OF AURORA HOSPITAL",01B,Hospital,Hospital,LICENSED GENERAL,LICGEN,20,(303) 699-3000,ARAPAHOE,"14200 E ARAPAHOE RD, CENTENNIAL, CO 80112",39.594833,-104.822586,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492049.508378611,4417687.63303028,85,01Q177,UCHEALTH BROOMFIELD HOSPITAL,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,40,(303) 464-4500,BROOMFIELD,"11820 DESTINATION DR, BROOMFIELD, CO 80021",39.909237,-105.093018,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
489680.17583803,4444312.77638389,86,01T314,LONGS PEAK HOSPITAL,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,97,(720) 718-3005,BOULDER,"1750 E KEN PRATT BLVD, LONGMONT, CO 80504",40.149097,-105.121162,Licensed,Active,Level III,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
515871.470649065,4306846.69153103,87,01V343,UCHEALTH GRANDVIEW HOSPITAL,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,22,(719) 365-3300,EL PASO,"5623 PULPIT PEAK VW, COLORADO SPRINGS, CO 80918",38.910374,-104.81694,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
516635.801803367,4315458.14835307,88,01VH9Q,ST. FRANCIS HOSPITAL - INTERQUEST,011,Hospital,Hospital,SHORT TERM,HOSP-ACU,72,(719) 757-7000,EL PASO,"10860 NEW ALLEGIANCE DR, COLORADO SPRINGS, CO 80921",38.987961,-104.807915,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
315773.487877885,4124940.64931795,89,01Y763,PAGOSA SPRINGS MEDICAL CENTER,014,Hospital,Hospital,CRITICAL ACCESS HOSPITALS,HOSP-CAH,11,(970) 731-3700,ARCHULETA,"95 S PAGOSA BLVD, PAGOSA SPRINGS, CO 81147",37.252815,-107.077293,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
418201.797828793,4384319.10140721,90,18041J,EMERGENCY & URGENT CARE KEYSTONE,S62,Community Clinic,Clinic,COMMUNITY CLINIC/EMERGENCY,CCEC,0,(970) 468-6677,SUMMIT,"1252 CO RD 8, KEYSTONE, CO 80435",39.604711,-105.952797,Licensed,Active,Level V,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
400590.973332102,4373177.83017504,91,18041P,EMERGENCY & URGENT CARE COPPER,S62,Community Clinic,Clinic,COMMUNITY CLINIC/EMERGENCY,CCEC,0,(970) 968-2330,SUMMIT,"860 COPPER RD, COPPER MOUNTAIN, CO 80443",39.50248,-106.156227,Licensed,Active,Level V,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
409942.895271756,4370280.22512425,92,1804SY,EMERGENCY & URGENT CARE BRECKENRIDGE,S62,Community Clinic,Clinic,COMMUNITY CLINIC/EMERGENCY,CCEC,0,(970) 453-1010,SUMMIT,"555 S PARK AVE, BRECKENRIDGE, CO 80424",39.477406,-106.047081,Licensed,Active,Level V,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
524803.736658473,4383879.53628503,93,18A468,ADVENTHEALTH SOUTHLANDS ER,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,15,(303) 649-3000,ARAPAHOE,"6159 S SOUTHLANDS PKWY, AURORA, CO 80016",39.604298,-104.711082,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
516186.276898332,4415047.24372729,94,18A925,UCHEALTH EMERGENCY ROOM-COMMERCE CITY,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,7,(303) 286-6920,ADAMS,"15100 E 104TH AVE, COMMERCE CITY, CO 80022",39.88533,-104.810692,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
505112.727829959,4418304.18814594,95,18A939,UCHEALTH EMERGENCY ROOM-THORNTON,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,7,(303) 255-6940,ADAMS,"12020 COLORADO BLVD, THORNTON, CO 80241",39.914814,-104.940178,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
512721.93193244,4376222.34111304,96,18B345,ADVENTHEALTH ER & URGENT CARE MERIDIAN,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(303) 925-4700,DOUGLAS,"9949 S OSWEGO ST STE 100, PARKER, CO 80134",39.535568,-104.851959,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
506670.482420866,4419804.18369631,97,18B437,"HCA HEALTHONE NORTHEAST ER, A PART OF MOUNTAIN RIDGE HOSPITAL",SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,10,(303) 280-6640,ADAMS,"12793 HOLLY ST, THORNTON, CO 80241",39.928318,-104.921936,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517594.071594568,4474540.52831591,98,18E901,GREELEY EMERGENCY CENTER,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(970) 392-4320,WELD,"6906 W 10TH ST, GREELEY, CO 80634",40.421307,-104.792603,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
503260.480728832,4437505.8204423,99,18E994,EMERGENCY & URGENT CARE INDIAN PEAKS,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(303) 925-4840,WELD,"4943 STATE HIGHWAY 52 STE 100, DACONO, CO 80514",40.087826,-104.961754,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
491241.101238926,4426306.17877483,100,18G121,COMMUNITY MEDICAL CENTER EMERGENCY DEPARTMENT,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,9,(303) 415-4300,BOULDER,"1000 W SOUTH BOULDER RD, LAFAYETTE, CO 80026",39.986881,-105.102592,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
521067.768172985,4309931.71424793,101,18H561,UCHEALTH EMERGENCY ROOM - WOODMEN,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,7,(719) 364-7080,EL PASO,"3790 E WOODMEN RD, COLORADO SPRINGS, CO 80920",38.938065,-104.756912,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
491210.361378527,4405800.77948221,102,18H567,UCHEALTH EMERGENCY ROOM - ARVADA,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,6,(720) 390-6200,JEFFERSON,"9505 RALSTON RD, ARVADA, CO 80002",39.802128,-105.102676,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
525995.067958521,4285712.90618084,103,18J172,UCHEALTH EMERGENCY ROOM - FOUNTAIN,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,7,(719) 364-7050,EL PASO,"7890 FOUNTAIN MESA RD, FOUNTAIN, CO 80817",38.719685,-104.700974,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517156.482925783,4311193.86596026,104,18J419,COMPLETE CARE COLORADO SPRINGS,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,13,(719) 203-3300,EL PASO,"8115 VOYAGER PKWY, COLORADO SPRINGS, CO 80920",38.949524,-104.80201,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
434841.331720951,4415427.85286408,105,18M592,DENVER HEALTH WINTER PARK MEDICAL CENTER,S62,Community Clinic,Clinic,COMMUNITY CLINIC/EMERGENCY,CCEC,0,(970) 726-4299,GRAND,"145 PARSENN RD, WINTER PARK, CO 80482",39.88641,-105.762077,Licensed,Active,Level V,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
481939.045138355,4397643.64791671,106,18N606,EMERGENCY & URGENT CARE GOLDEN,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(303) 925-4360,JEFFERSON,"760 WARNER DR, GOLDEN, CO 80401",39.728485,-105.210754,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
507909.343662778,4389247.49728296,107,18N794,ADVENTHEALTH ER & URGENT CARE SOUTHMOOR,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(303) 925-4199,DENVER,"7000 E HAMPDEN AVE, DENVER, CO 80224",39.652988,-104.907806,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493029.321641103,4395816.08073395,108,18O244,"HCA HEALTHONE BELMAR ER, A PART OF SWEDISH",SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,9,(720) 417-7200,JEFFERSON,"260 S WADSWORTH BLVD, LAKEWOOD, CO 80226",39.712181,-105.081322,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
498421.138230611,4411005.18065395,109,18O628,EMERGENCY CARE 84TH AVENUE,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(720) 627-0000,ADAMS,"2551 W 84TH AVE, WESTMINSTER, CO 80031",39.849064,-105.018456,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493032.162087461,4389579.42818606,110,18Q728,EMERGENCY & URGENT CARE LAKEWOOD,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(303) 649-3620,JEFFERSON,"3280 S WADSWORTH BLVD, LAKEWOOD, CO 80227",39.655987,-105.081223,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
329476.229227938,4307309.80752194,111,18R936,GUNNISON VALLEY HEALTH MOUNTAIN CLINIC,S62,Community Clinic,Clinic,COMMUNITY CLINIC/EMERGENCY,CCEC,0,(970) 349-0321,GUNNISON,"12 SNOWMASS RD STE 100, MOUNT CRESTED BUTTE, CO 81225",38.898129,-106.966385,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
484401.34016283,4406971.20895428,112,18S732,EMERGENCY & URGENT CARE ARVADA,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(303) 925-4360,JEFFERSON,"16320 W 64TH AVE, ARVADA, CO 80007",39.812576,-105.182243,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
516316.933247772,4394088.10457653,113,18T312,UCHEALTH EMERGENCY ROOM-AURORA CENTRAL,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,7,(303) 671-4140,ARAPAHOE,"15300 E MISSISSIPPI AVE, AURORA, CO 80017",39.696484,-104.809685,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
524274.910475226,4302759.23223547,114,18T695,UCHEALTH EMERGENCY ROOM - POWERS,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,8,(719) 364-7030,EL PASO,"2770 N POWERS BLVD, COLORADO SPRINGS, CO 80922",38.873348,-104.720161,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
515198.696596233,4319922.52686492,115,18U237,UCHEALTH EMERGENCY ROOM - MEADOWGRASS,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,7,(719) 364-7010,EL PASO,"13510 MEADOWGRASS DR, COLORADO SPRINGS, CO 80921",39.028217,-104.824409,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492276.971100108,4383742.76236167,116,18U332,"HCA HEALTHONE SOUTHWEST ER, A PART OF SWEDISH",SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,15,(303) 932-6911,JEFFERSON,"6196 S AMMONS WAY, LITTLETON, CO 80123",39.60339,-105.089958,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
520954.158586581,4371582.90568635,117,18V341,"HCA HEALTHONE SOUTH PARKER ER, A PART OF SKY RIDGE",SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(720) 225-1000,DOUGLAS,"12223 PINE BLUFFS WAY, PARKER, CO 80134",39.493603,-104.75631,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
509519.451025438,4404541.17752876,118,18VY31,"HCA HEALTHONE CENTRAL PARK ER, A PART OF ROSE",SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,11,(303) 577-1500,DENVER,"4930 WABASH ST, DENVER, CO 80238",39.790771,-104.888817,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
490760.339048118,4382972.98833364,119,18W742,ADVENTHEALTH WEST LITTLETON ER,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(303) 925-5010,JEFFERSON,"9670 W COAL MINE AVE #100, LITTLETON, CO 80123",39.596439,-105.107613,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
497307.700868442,4485702.21302249,120,18W814,UCHEALTH HARMONY ROAD ER,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,0,(970) 495-7000,LARIMER,"4630 SNOW MESA DR, FORT COLLINS, CO 80528",40.522045,-105.031784,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
519767.363180731,4403763.20200289,121,18X377,UCHEALTH EMERGENCY ROOM - GREEN VALLEY RANCH,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,7,(303) 307-5900,DENVER,"18610 GREEN VALLEY RANCH BLVD, DENVER, CO 80249",39.783585,-104.76915,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
501182.213821101,4417963.05311162,122,18X673,INTERMOUNTAIN HEALTH SAINT JOSEPH HOSPITAL EMERGENCY-NORTHGLENN,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,12,(720) 573-5095,ADAMS,"11900 GRANT ST, NORTHGLENN, CO 80233",39.911755,-104.986168,Licensed,Active,Nondesignated Trauma Facility,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
614869.472333432,4456908.40277494,123,25017J,EAST MORGAN COUNTY HOSPITAL,014,Hospital,Hospital,CRITICAL ACCESS HOSPITALS,HOSP-CAH,25,(970) 842-6222,MORGAN,"2400 W EDISON ST, BRUSH, CO 80723",40.254757,-103.649277,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
177197.232881364,4341659.37114747,124,2511OC,FAMILY HEALTH WEST HOSPITAL,014,Hospital,Hospital,CRITICAL ACCESS HOSPITALS,HOSP-CAH,25,(970) 858-3900,MESA,"300 W OTTLEY AVE, FRUITA, CO 81521",39.164284,-108.735985,Licensed,Active,Level IV,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493442.67576255,4482262.93800958,125,100339,ELDERHAUS,S22,All Other Factypes,Adult Day Care Facility,ADULT DAY,ADAY,0,(970) 221-0406,LARIMER,"6813 S COLLEGE AVE, FORT COLLINS, CO 80525",40.491039,-105.077377,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492135.735923813,4489424.05924264,126,100347,COLUMBINE POUDRE HOME CARE,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(970) 482-5096,LARIMER,"915 CENTRE AVE STE 2, FORT COLLINS, CO 80526",40.555542,-105.092888,Sublicense,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
488027.290953027,4448617.10796062,127,100357,PROFESSIONAL HOME HEALTH CARE INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 444-1981,BOULDER,"1629 HARVARD ST STE B, LONGMONT, CO 80503",40.187855,-105.140648,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
495890.610589275,4411892.24521978,128,100406,ROCKY MOUNTAIN MULTIPLE SCLEROSIS CENTER,S22,All Other Factypes,Adult Day Care Facility,ADULT DAY,ADAY,0,(303) 433-6887,ADAMS,"8845 WAGNER STREET, WESTMINSTER, CO 80031",39.857048,-105.048042,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
505098.30649355,4394863.69412346,129,100415,ARGUS OF COLORADO HOME CARE,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 322-4100,ARAPAHOE,"720 S COLORADO BLVD STE 600 N, GLENDALE, CO 80246",39.703613,-104.940529,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
495129.50910767,4401409.00670286,130,100466,SENIORS' RESOURCE CENTER INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 238-8151,JEFFERSON,"3227 CHASE ST, WHEAT RIDGE, CO 80212",39.762589,-105.056862,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
234888.641596176,4293505.19720957,131,100467,PEOPLECARE HEALTH SERVICES,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(970) 874-0136,DELTA,"300 STAFFORD LN #30240, DELTA, CO 81416",38.750458,-108.050621,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
